CATEGORIA;PRODUCTO;DESCRIPCION;EMPRESA_TIENDA;PROD_CELIACO;CODIGO_BARRAS;FECHA_CREACION
Yogurt y leche cultivada;Yogurt light sin azúcar Frutilla, 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt light sin azúcar Chirimoya, 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt light sin azúcar Vainilla, 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Fundo Los Alerces sabor mora, vaso 120gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Fundo Los Alerces sabor frutilla, vaso 120gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt Fundo Los Alerces sabor Damasco, vaso 120gr y bolsa
1kg";Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Fundo Los Alerces sabor plátano, vaso 120gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Fundo Los Alerces sabor vainilla vaso 120gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Fundo Los Alerces sabor Piña, vaso 120gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Origen natural (no endulzado), vaso 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Origen sabor Vainilla, vaso 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Origen sabor Frutilla, vaso 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Batido sabor frutilla, vaso 125gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Batido sabor frambuesa, vaso 125gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Batido sabor cereza, vaso 125gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Batido sabor mora, vaso 125gr y bolsa 1kg;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Pack yogurt batido berries (mora, frutilla, frambuesa) 12 unidades
de 115gr";Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;"Pack yogurt batido tradicional (vainilla, frutilla, damasco) 12
unidades de 115gr";Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yoghurt Frutos Secos Gold 155g;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yoghurt Batifrut Frutilla 155gr;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;ZEROLACTO Yogurt Frutilla, 120g;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;ZEROLACTO Yogurt Vainilla, 120g;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yogurt Batido Chirimoya 120gr;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;ZEROLACTO Yoguth con trozos frutilla 120g;Yogurt batido Sin Lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt light sin lactosa Chirimoya (endulzado natural), vaso 120gr
y bolsa 900gr";Yogurt batido Sin Lactosa;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt light sin lactosa Frutilla (endulzado natural), vaso 120gr y
bolsa 900gr";Yogurt batido Sin Lactosa;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt light sin lactosa Vainilla (endulzado natural), vaso 120gr;Yogurt batido Sin Lactosa;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Protein shot extra proteína, yogurt bebible sabor berries, 100ml;Bebida láctea;Loncoleche;True;NN;2024-10-31
Yogurt y leche cultivada;Protein shot extra proteina, yogurt bebible sabor vainilla, 100ml;Bebida láctea;Loncoleche;True;NN;2024-10-31
Yogurt y leche cultivada;UNO Pack Frutilla, 6, 12 y 18un x80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO sabor Frambuesa Pack 6un x80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO sabor Multifruta Pack 6, 12un x80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO Tetra pack sabor Frutilla 6 y12un x80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO Tetra pack Multifruta, 6un y 12un x80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO Pack 12 Manzana, 80ml;Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;"CHAMYTO bebida láctea sabor Frambuesa, pack 6 y 12
unidades";Bebida láctea;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;CHAMYTO bebida láctea sabor Frutilla, pack 6, 12 y 18 unidades;Bebida láctea;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;CHAMYTO bebida láctea sabor Manzana, pack 6 y 12 unidades;Bebida láctea;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;"CHAMYTO bebida láctea sabor Original, 80 ml (pack 6 y 12
unidades)";Bebida láctea;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;UNO VIT C Mora 80ml c/u (Pack 12);Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;UNO VIT C Frutilla 80ml c/u (Pack 16);Bebida láctea;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Frutilla, 1L;Leche Cultivada;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Vainilla, 1L;Leche Cultivada;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Chirimoya, 1L;Leche Cultivada;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada ZEROLACTO sabor Frutilla 1L;Leche Cultivada;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ con trozos de Frutilla 155g;Yogurt con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ con trozos de Arándano 155g;Yogurt con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ con trozos de Mango Maracuyá 155g;Yogurt con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Trozos Frutos del bosque sin azúcar, 155g;Yogurt con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt BATIFRUT Frutilla, 165g;Yogurt batido con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt BATIFRUT Durazno, 165g y 120gr;Yogurt batido con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt GoodNes Vitalidad - trozos de mango con toques de
guaraná, jengibre y té verde, 140g";Yogurt batido con fruta;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt Goodnes Radiante - Trozos de berries con toques de acaí,
140g";Yogurt batido con fruta;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt Goodnes Balance - Trozos de manzana y ciruela con chía,
140g";Yogurt batido con fruta;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt Goodnes Pausa - Trozos de plátano y frutilla con toques
de manzanilla. 140g";Yogurt batido con fruta;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt BATIFRUT batido Frutilla con trozos 165 gr;Yogurt batido con fruta;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Griego natural sin endulzar, 120gr;Yogurt aflanado;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Soprole Kefir natural 1L;Kefir;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Soprole Kefir tropical 1L;Kefir;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Soprole Kefir berries 1L;Kefir;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Next yogurt COLAGENO FRUTILLA, 155G;Yogurt;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Next yogurt COLAGENO VAINILLA, 155G;Yogurt;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Next yogurt COLAGENO FRAMBUESA, 155G;Yogurt;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor damasco, pote 115g y bolsa 1lt;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor frutilla, pote 115g y bolsa 1lt;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor frambuesa, pote 115g y bolsa 1lt;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor mora, pote 115g y bolsa 1lt;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor natural, bolsa 1kg;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido sabor vainilla, pote 115g;Yogurt;Chilolac;True;NN;2024-10-31
Yogurt y leche cultivada;Yogur QUOKKA (vegano) coco vainilla, 150gr;Yogurt;Quokka Foods;True;NN;2024-10-31
Yogurt y leche cultivada;Yogur QUOKKA (vegano) Mango maracuyá, 150gr;Yogurt;Quokka Foods;True;NN;2024-10-31
Yogurt y leche cultivada;Yogur QUOKKA (vegano) frutilla limón, 150gr;Yogurt;Quokka Foods;True;NN;2024-10-31
Quesos;Quesillo, 300gr;Quesillo;Soprole;True;NN;2024-10-31
Quesos;Quesillo 500gr;Quesillo;Fundo Santa Ana de Huingan;True;NN;2024-10-31
Quesos;"Quesillo con sal (bolsa y pote) formato pote 160 g y 320 g
(display 2x160g)";Quesillo;Colun;True;NN;2024-10-31
Quesos;Quesillo light, 160g y 320 (display 2x160g);Quesillo;Colun;True;NN;2024-10-31
Quesos;Quesillo sin sal, 160gr y 320 gr (display 2x160g);Quesillo;Colun;True;NN;2024-10-31
Quesos;Quesillo sin lactosa, 160gr y 320gr (display 2x160g);Quesillo;Colun;True;NN;2024-10-31
Quesos;Zerolacto Quesillo sin lactosa 300g;Quesillo;Soprole;True;NN;2024-10-31
Quesos;Quesillo con sal, 400gr;Quesillo;Colun;True;NN;2024-10-31
Quesos;"Queso Ranco, laminado bolsa 150gr, 250gr y 500gr, 5kg. Planta
Pilu";Queso Ranco;Colun;True;NN;2024-10-31
Quesos;"Queso Ranco, trozos 350gr, 500gr y piezas 2 kg y 10kg. (Planta
Pilu)";Queso Ranco;Colun;True;NN;2024-10-31
Quesos;"Queso Ranco, laminado envase 50gr, 250gr, 500gr, 1kg y 2kg.
Planta Pilu";Queso Ranco;Colun;True;NN;2024-10-31
Quesos;Queso gouda laminado, 150g, 250g, 500g, 1kg;Queso Gauda;Chilolac;True;NN;2024-10-31
Quesos;Queso Gauda (trozo lechagua), 500g;Queso Gauda;Chilolac;True;NN;2024-10-31
Quesos;Queso gouda laminado 150g, 250g, 500g;Queso Gauda;Santa Isabel - JUMBO;True;NN;2024-10-31
Quesos;Queso Gauda laminado 1KG, (60 laminas) (mayorista);Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda laminado 150g (9 laminas);Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda laminado 250g (15 laminas);Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda laminado 500g (28 laminas);Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda Laminado 2,1kg (72 laminas);Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda Laminado 3,4kg;Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda Hebras (granulado) 200g, 400g, 1000g;Queso Gauda;Soprole;True;NN;2024-10-31
Quesos;Queso Gauda, Barra 2,2kg, medio 4,5kg, pieza 9,2kg;Queso Gauda;Chilolac;True;NN;2024-10-31
Quesos;Queso gauda laminado 1kg;Queso Gauda;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Quesos;"Queso Gouda, laminado 150gr, 250gr, 500gr, 1kg, 5gr y piezas 3
y 1kg";Queso Gauda;Colun;True;NN;2024-10-31
Quesos;Queso gauda 250kg;Queso Gauda;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Quesos;Queso chanco, 250gr, 150;Queso Chanco;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Chanco laminado, 250g y 1kg;Queso Chanco;Chilolac;True;NN;2024-10-31
Quesos;Queso Chanco Mini, 900g y trozo 500g;Queso Chanco;Chilolac;True;NN;2024-10-31
Quesos;Queso Chanco (trozo lechagua), 500g;Queso Chanco;Chilolac;True;NN;2024-10-31
Quesos;Queso maduro, formato piezas de 10kg, 3.1 kg y 1.5kg;Queso Chanco;Fundo Santa Ana de Huingan;True;NN;2024-10-31
Quesos;Queso Chanco, medio 5kg y pieza 11kg;Queso Chanco;Chilolac;True;NN;2024-10-31
Quesos;Queso Chanco;Queso Chanco;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Queso Chanco Los Puquios;Queso Chanco;"Los Puquios - Lácteos Rio
Cato";True;NN;2024-10-31
Quesos;Queso mantecoso (kosher), envase 360gr;Queso mantecoso;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso mantecoso, envase 30gr, 360gr, 1kg y pieza 10,5kg;Queso mantecoso;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso granulado (kosher), envase 300g;Queso mantecoso;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso mantecoso granulado, envase 500gr;Queso mantecoso;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso mantecoso extra maduro, 250 y 500g;Queso mantecoso;Cuisine&Co - JUMBO;True;NN;2024-10-31
Quesos;Queso Mantecoso laminado, 150gr (9 laminas);Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso Mantecoso laminado 250 gr (15 laminas);Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso Mantecoso laminado 500g (18 laminas);Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;"Queso mantecoso laminado Especial Sándwich 416gr (10
láminas gruesas)";Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso Mantecoso Laminado 3,4kg;Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso mantecoso laminado, 250gr;Queso mantecoso;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Quesos;Queso laminado Los Tilos, 2gr y 450gr;Queso mantecoso;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Mantecoso El Roble, 400gr y 200gr;Queso mantecoso;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso mantecoso Los Tilos, 400gr y 250 gr;Queso mantecoso;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso mantecoso laminado, 1kg;Queso mantecoso;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Quesos;Queso Mantecoso extramaduro 400g;Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso Mantecoso Quilque laminado 150, 250, 416, 500 gr;Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso Mantecoso Barra 4kg, Pieza 8kg, trozo350g;Queso mantecoso;Soprole;True;NN;2024-10-31
Quesos;Queso Mantecoso Hebras 200g y 400g;Queso mantecoso;Soprole;True;NN;2024-10-31
Quesos;Queso Mantecoso Quilque extramaduro, 400g;Queso mantecoso;Soprole Quilque;True;NN;2024-10-31
Quesos;Queso granulado, formato 250gr;Queso mantecoso;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Queso mantecoso laminado, formato 1kg, 250, 500 gr;Queso mantecoso;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;"Queso Mantecoso Rio Bueno, trozo 150gr, 250gr, 420gr lamina
gruesa. Laminado 5kg";Queso mantecoso;Colun;True;NN;2024-10-31
Quesos;Queso mantecoso Lonconao;Queso mantecoso;Lonconao - Lácteos Rio Cato;True;NN;2024-10-31
Quesos;Queso mantecoso Los Puquios;Queso mantecoso;"Los Puquios - Lácteos Rio
Cato";True;NN;2024-10-31
Quesos;Queso mantecoso Quillaimo;Queso mantecoso;Quillaimo - Lácteos Rio cato;True;NN;2024-10-31
Quesos;Queso mantecoso granulado Kosher, envase 500gr;Queso mantecoso;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso mantecoso 900 gr, barra 1kg, 5.5 kg y 11 kg;Queso mantecoso;Chilolac;True;NN;2024-10-31
Quesos;Queso laminado, 2gr, 500gr, 150gr y 250 g;Queso laminado;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;"Queso light (probióticos), laminado 150gr, 250gr y 500gr y pieza
15kg. Planta Pilu";Queso laminado;Colun;True;NN;2024-10-31
Quesos;"Queso parmesano rallado, 40g y 80g (elaborado por Altas
Cumbres Group)";Queso Rallado;Cuisine&Co - JUMBO;True;NN;2024-10-31
Quesos;"Queso parmesano rallado, 40g y 80g (elaborado por Comercial
Codigua)";Queso Rallado;Cuisine&Co - JUMBO;True;NN;2024-10-31
Quesos;Queso Romano rallado 80g;Queso Rallado;Soprole;True;NN;2024-10-31
Quesos;Queso Parmesano rallado, 40g;Queso Rallado;Soprole;True;NN;2024-10-31
Quesos;Queso Parmesano, 145gr;Queso Parmesano;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Chacra, 450gr;Queso Chacra;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Chacra sin lactosa, 350 gr;Queso Chacra;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso chacra, 450gr;Queso Chacra;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Queso Chacrita;Queso Chacra;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Queso Chacra Rio Bueno, 400gr;Queso Chacra;Colun;True;NN;2024-10-31
Quesos;Queso fresco 350g;Queso Fresco;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Fresco 250gr c/u (bipack 500gr) y 65gr;Queso Fresco;Santa Rosa;True;NN;2024-10-31
Quesos;Queso fresco (Kosher), envase 400gr;Queso Fresco;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso fresco sin lactosa, envase 400gr;Queso Fresco;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso fresco, trozo 280 a 350g, 400g y 1kg;Queso Fresco;Agrícola Las Águilas Limitada;True;NN;2024-10-31
Quesos;Queso Fresco light (40kcal), 250g c/u (pack) y 65gr;Queso Fresco;Santa Rosa;True;NN;2024-10-31
Quesos;Queso fresco, pote 160g y display 320g (2x160g);Queso Fresco;Colun;True;NN;2024-10-31
Quesos;Queso fresco light sin lactosa, 350gr;Queso Fresco;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso fresco, formato 250 y 450gr;Queso Fresco;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Queso fresco, bolsa 450gr;Queso Fresco;Colun;True;NN;2024-10-31
Quesos;Queso fresco light sin lactosa, bolsa 400gr;Queso Fresco;Colun;True;NN;2024-10-31
Quesos;Queso crema natural, 100g y 200g;Queso Crema;Chilolac;True;NN;2024-10-31
Quesos;"Queso crema (Cream Cheese american style) estilo americano,
envase 227g";Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso crema (Cream Cheese soft 29 kcal) light pote 150 gr;Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso crema (Cream Cheese soft 37kcal) light, envase 227 gr;Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso crema merkén, 100g;Queso Crema;Chilolac;True;NN;2024-10-31
Quesos;Queso Crema ZERO (Cream Cheese) sin lactosa, envase 150g;Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso crema sabor natural 100 gr;Queso Crema;Soprole;True;NN;2024-10-31
Quesos;Queso crema sabor natural 200 gr;Queso Crema;Soprole;True;NN;2024-10-31
Quesos;Queso crema Natural (untable), pote 100gr;Queso Crema;Colun;True;NN;2024-10-31
Quesos;Queso crema Natural, tripa de 100g y 200g;Queso Crema;Colun;True;NN;2024-10-31
Quesos;Queso crema ajo albahaca (unable), pote 100g;Queso Crema;Colun;True;NN;2024-10-31
Quesos;Queso crema Cebolla salteada (untable), pote 100g;Queso Crema;Colun;True;NN;2024-10-31
Quesos;Queso crema Tomate orégano (untable), pote 100g;Queso Crema;Colun;True;NN;2024-10-31
Quesos;Crema Queso natural. 190gr;Queso Crema;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;"Queso crema (cream cheese) Smithfiels tradicional y Neufchatel,
barra 1.36 kg (food service)";Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;"Queso crema (cream cheese) Polenghi, balde 3.6 kg nn y
manga 1,5 Kg (Food service)";Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso crema Philadelphia regular, (pote) 150gr;Queso Crema;Kraft- Mondelez;True;NN;2024-10-31
Quesos;Queso crema 150gr;Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso Cremosino ADLER untable sabor Cheddar, 250gr;Queso Crema;Santa Rosa;True;NN;2024-10-31
Quesos;Queso de cabra 325g y 150g;Queso de Cabra;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso de cabra natural con leche de vaca, 200g;Queso de Cabra natural;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso de cabra oliva-orégano (con leche de vaca), 200gr;Queso de Cabra oliva-orégano;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Brie, 140gr;Queso Brie;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Petit Brie, 125gr;Queso Brie;Santa Rosa;True;NN;2024-10-31
Quesos;Queso Brie, 125gr;Queso Brie;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Aperi' Brie (clásico), 140gr;Queso Brie;Santa Rosa;True;NN;2024-10-31
Quesos;"Queso tipo camembert ""Cremambert"" 125g";Queso Camembert;Santa Rosa;True;NN;2024-10-31
Quesos;Queso Camembert pimienta, 130gr;Queso Camembert;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Camembert merkén, 130gr;Queso Camenbert Cabra;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Mozzarella Ciliegine, pote 250gr;Queso Mozzarella;Dibufala - Importa Globe Italia;True;NN;2024-10-31
Quesos;Queso Mozzarella hebras 400 grs;Queso Mozzarella;Soprole;True;NN;2024-10-31
Quesos;Queso Mozzarella marca Los Alpes (laminado y trozos);Queso Mozzarella;Colun;True;NN;2024-10-31
Quesos;Queso Mozzarella Los Tilos, 250gr (peso drenado);Queso Mozzarella;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Mozzarella Bocconcini Los Tilos, 150 g;Queso Mozzarella;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Mozarella Fresca Polpetta (válido para todos sus formatos);Queso Mozzarella;"Los Criadores - Alimentos
Valle Central";True;NN;2024-10-31
Quesos;Burrata, Queso fresco mozzarella, 125gr;Queso Mozzarella;Dibufala - Importa Globe Italia;True;NN;2024-10-31
Quesos;Mozzarella ovoline. 250 grs;Queso Mozzarella;Dibufala - Importa Globe Italia;True;NN;2024-10-31
Quesos;Mozzarella Capreese, pote 125gr;Queso Mozzarella;Dibufala - Importa Globe Italia;True;NN;2024-10-31
Quesos;"Queso Edam laminado 250g (envase semirigido), trozo 350g y
pieza 3K";Queso Edam;Colun;True;NN;2024-10-31
Quesos;Queso Azul Grand Blu premium, 125g;Queso Azul;Santa Rosa;True;NN;2024-10-31
Quesos;Queso Azul Grand Blu, envase 100gr;Queso Azul;Santa Rosa;True;NN;2024-10-31
Quesos;Queso fundido Ahumado;Queso Ahumado;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Gauda granulado, 250,g 500g y 5kg;Queso;Chilolac;True;NN;2024-10-31
Quesos;Crema de Ricotta (cremoso), 150gr;Queso;Santa Rosa;True;NN;2024-10-31
Quesos;Soprole Queso Grillar 10x200g (importado);Queso;Soprole;True;NN;2024-10-31
Quesos;Queso Vacherin, 170gr;Queso;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Savoyard, 170gr;Queso;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Queso Provoletta;Provoletta;"Los Tilos - Comercial de
Campo";True;NN;2024-10-31
Quesos;Ricotta fresca, 200gr;Ricotta;Lácteos San Ignacio;True;NN;2024-10-31
Quesos;Ricotta de leche de bufala, 300gr;Ricotta;Dibufala - Importa Globe Italia;True;NN;2024-10-31
Quesos;Crema de queso tomate-albahaca, 150g;Crema de queso;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;Crema de queso merkén, 150g;Crema de queso;"El Roble - Comercial de
Campo";True;NN;2024-10-31
Quesos;"Queso Cheddar marca ALDER, laminado reducido en calorías,
144g";Queso Cheddar;Santa Rosa;True;NN;2024-10-31
Quesos;Queso Cheddar marca ALDER laminado, 144g;Queso Cheddar;Santa Rosa;True;NN;2024-10-31
Bebidas vegetales;Alimento a base de soya con chocolate, 1lt;Alimento de soya;Loncoleche;True;NN;2024-10-31
Bebidas vegetales;Alimento a base de soya sabor natural, 1lt;Alimento de soya;Loncoleche;True;NN;2024-10-31
Bebidas vegetales;Ketra Cocomilk (bebida de coco en polvo), 400gr;Bebida de coco;Ketra;True;NN;2024-10-31
Bebidas vegetales;Bebida de coco marca Nature´s Heart, 1lt;Bebida de coco;TerraFertil - Nestlé Chile;True;NN;2024-10-31
Bebidas vegetales;Bebida de coco marca Nature´s Heart sin azúcar, 1lt;Bebida de coco;TerraFertil - Nestlé Chile;True;NN;2024-10-31
Bebidas vegetales;Leche de coco marca M&S, tetrapack 1 lt;Bebida de coco;M&S - importa Elbelman;True;NN;2024-10-31
Bebidas vegetales;Leche de coco marca M&S, tetrapack 500ml;Bebida de coco;M&S - importa Elbelman;True;NN;2024-10-31
Bebidas vegetales;Alimento de Coco marca SAMUI,400 ML;Bebida de coco;Samui - Importa Cencosud;True;NN;2024-10-31
Bebidas vegetales;"Bebida de almendra Coco Proteína marca Nature´s Heart sin
azúcar, 1Lt.";Bebida de coco;TerraFertil - Nestlé Chile;True;NN;2024-10-31
Bebidas vegetales;Alimento Coco evaporado tarro 370 gr;Bebida de coco;Samui - Importa Cencosud;True;NN;2024-10-31
Bebidas vegetales;Bebida de almendra chocolate Good Drink!, 1lt;Bebida de almendra;Cuisine&Co - JUMBO;True;NN;2024-10-31
Bebidas vegetales;Bebida de almendra natural Good Drink!, 1lt;Bebida de almendra;Cuisine&Co - JUMBO;True;NN;2024-10-31
Bebidas vegetales;Bebida de almendra sin azucar Good Drink!, 1lt;Bebida de almendra;Cuisine&Co - JUMBO;True;NN;2024-10-31
Bebidas vegetales;Bebida de almendra vainilla Good Drink!, 1lt;Bebida de almendra;Cuisine&Co - JUMBO;True;NN;2024-10-31
